ServerIp	CCU	CreatedAt (PDT)	CreatedAt (UTC)
54.75.238.163	2574	2014-10-20 14:44:22	2014-10-20 21:44:22
54.75.238.163	2568	2014-10-20 14:45:22	2014-10-20 21:45:22
54.75.238.163	2564	2014-10-20 14:46:22	2014-10-20 21:46:22
54.75.238.163	2539	2014-10-20 14:47:52	2014-10-20 21:47:52
54.75.238.163	2513	2014-10-20 14:48:52	2014-10-20 21:48:52
54.75.238.163	2510	2014-10-20 14:49:52	2014-10-20 21:49:52
54.75.238.163	2467	2014-10-20 14:50:52	2014-10-20 21:50:52
54.75.238.163	2453	2014-10-20 14:51:52	2014-10-20 21:51:52
54.75.238.163	2443	2014-10-20 14:52:52	2014-10-20 21:52:52
54.75.238.163	2401	2014-10-20 14:53:52	2014-10-20 21:53:52
54.75.238.163	2410	2014-10-20 14:54:52	2014-10-20 21:54:52
54.75.238.163	2450	2014-10-20 14:55:52	2014-10-20 21:55:52
54.75.238.163	2408	2014-10-20 14:56:52	2014-10-20 21:56:52
54.75.238.163	2430	2014-10-20 14:57:52	2014-10-20 21:57:52
54.75.238.163	2393	2014-10-20 14:59:22	2014-10-20 21:59:22
54.75.238.163	2407	2014-10-20 15:00:22	2014-10-20 22:00:22
54.75.238.163	2470	2014-10-20 15:01:22	2014-10-20 22:01:22
54.75.238.163	2418	2014-10-20 15:02:52	2014-10-20 22:02:52
54.75.238.163	2399	2014-10-20 15:03:52	2014-10-20 22:03:52
54.75.238.163	2376	2014-10-20 15:04:52	2014-10-20 22:04:52
54.75.238.163	2292	2014-10-20 15:05:52	2014-10-20 22:05:52
54.75.238.163	2263	2014-10-20 15:07:22	2014-10-20 22:07:22
54.75.238.163	2256	2014-10-20 15:08:22	2014-10-20 22:08:22
54.75.238.163	2271	2014-10-20 15:09:22	2014-10-20 22:09:22
54.75.238.163	2284	2014-10-20 15:10:52	2014-10-20 22:10:52
54.75.238.163	2295	2014-10-20 15:11:52	2014-10-20 22:11:52
54.75.238.163	2273	2014-10-20 15:13:22	2014-10-20 22:13:22
54.75.238.163	2246	2014-10-20 15:14:22	2014-10-20 22:14:22
54.75.238.163	2231	2014-10-20 15:15:22	2014-10-20 22:15:22
54.75.238.163	2237	2014-10-20 15:16:22	2014-10-20 22:16:22
54.75.238.163	2249	2014-10-20 15:17:22	2014-10-20 22:17:22
54.75.238.163	2230	2014-10-20 15:18:52	2014-10-20 22:18:52
54.75.238.163	2242	2014-10-20 15:19:52	2014-10-20 22:19:52
54.75.238.163	2234	2014-10-20 15:20:52	2014-10-20 22:20:52
54.75.238.163	2183	2014-10-20 15:22:22	2014-10-20 22:22:22
54.75.238.163	2150	2014-10-20 15:23:22	2014-10-20 22:23:22
54.75.238.163	2119	2014-10-20 15:24:52	2014-10-20 22:24:52
54.75.238.163	2152	2014-10-20 15:25:52	2014-10-20 22:25:52
54.75.238.163	2128	2014-10-20 15:26:52	2014-10-20 22:26:52
54.75.238.163	2102	2014-10-20 15:27:52	2014-10-20 22:27:52
54.75.238.163	2073	2014-10-20 15:28:52	2014-10-20 22:28:52
54.75.238.163	2059	2014-10-20 15:29:52	2014-10-20 22:29:52
54.75.238.163	2070	2014-10-20 15:30:52	2014-10-20 22:30:52
54.75.238.163	2119	2014-10-20 15:32:22	2014-10-20 22:32:22
54.75.238.163	2095	2014-10-20 15:33:22	2014-10-20 22:33:22
54.75.238.163	2065	2014-10-20 15:34:22	2014-10-20 22:34:22
54.75.238.163	2084	2014-10-20 15:35:22	2014-10-20 22:35:22
54.75.238.163	2088	2014-10-20 15:36:22	2014-10-20 22:36:22
54.75.238.163	2074	2014-10-20 15:37:22	2014-10-20 22:37:22
54.75.238.163	2079	2014-10-20 15:38:22	2014-10-20 22:38:22
54.75.238.163	2090	2014-10-20 15:39:22	2014-10-20 22:39:22
54.75.238.163	2069	2014-10-20 15:40:22	2014-10-20 22:40:22
54.75.238.163	2071	2014-10-20 15:41:23	2014-10-20 22:41:23
54.75.238.163	2036	2014-10-20 15:42:53	2014-10-20 22:42:53
54.75.238.163	2019	2014-10-20 15:43:53	2014-10-20 22:43:53
54.75.238.163	2013	2014-10-20 15:44:53	2014-10-20 22:44:53
54.75.238.163	1980	2014-10-20 15:45:53	2014-10-20 22:45:53
54.75.238.163	1954	2014-10-20 15:46:53	2014-10-20 22:46:53
54.75.238.163	1946	2014-10-20 15:48:23	2014-10-20 22:48:23
54.75.238.163	1940	2014-10-20 15:49:23	2014-10-20 22:49:23
54.75.238.163	1946	2014-10-20 15:50:23	2014-10-20 22:50:23
54.75.238.163	1930	2014-10-20 15:51:23	2014-10-20 22:51:23
54.75.238.163	1909	2014-10-20 15:52:23	2014-10-20 22:52:23
54.75.238.163	1919	2014-10-20 15:53:23	2014-10-20 22:53:23
54.75.238.163	1911	2014-10-20 15:54:23	2014-10-20 22:54:23
54.75.238.163	1916	2014-10-20 15:55:53	2014-10-20 22:55:53
54.75.238.163	1900	2014-10-20 15:56:53	2014-10-20 22:56:53
54.75.238.163	1885	2014-10-20 15:57:53	2014-10-20 22:57:53
54.75.238.163	1890	2014-10-20 15:59:23	2014-10-20 22:59:23
54.75.238.163	1866	2014-10-20 16:00:23	2014-10-20 23:00:23
54.75.238.163	1873	2014-10-20 16:01:23	2014-10-20 23:01:23
54.75.238.163	1887	2014-10-20 16:02:23	2014-10-20 23:02:23
54.75.238.163	1876	2014-10-20 16:03:23	2014-10-20 23:03:23
54.75.238.163	1901	2014-10-20 16:04:53	2014-10-20 23:04:53
54.75.238.163	1921	2014-10-20 16:05:53	2014-10-20 23:05:53
54.75.238.163	1854	2014-10-20 16:07:23	2014-10-20 23:07:23
54.75.238.163	1844	2014-10-20 16:08:23	2014-10-20 23:08:23
54.75.238.163	1823	2014-10-20 16:09:23	2014-10-20 23:09:23
54.75.238.163	1776	2014-10-20 16:10:53	2014-10-20 23:10:53
54.75.238.163	1760	2014-10-20 16:11:53	2014-10-20 23:11:53
54.75.238.163	1723	2014-10-20 16:13:23	2014-10-20 23:13:23
54.75.238.163	1719	2014-10-20 16:14:23	2014-10-20 23:14:23
54.75.238.163	1731	2014-10-20 16:15:53	2014-10-20 23:15:53
54.75.238.163	1712	2014-10-20 16:16:53	2014-10-20 23:16:53
54.75.238.163	1694	2014-10-20 16:17:53	2014-10-20 23:17:53
54.75.238.163	1681	2014-10-20 16:19:23	2014-10-20 23:19:23
54.75.238.163	1677	2014-10-20 16:20:23	2014-10-20 23:20:23
54.75.238.163	1633	2014-10-20 16:21:23	2014-10-20 23:21:23
54.75.238.163	1613	2014-10-20 16:22:53	2014-10-20 23:22:53
54.75.238.163	1627	2014-10-20 16:23:53	2014-10-20 23:23:53
54.75.238.163	1581	2014-10-20 16:24:53	2014-10-20 23:24:53
54.75.238.163	1571	2014-10-20 16:26:23	2014-10-20 23:26:23
54.75.238.163	1560	2014-10-20 16:27:23	2014-10-20 23:27:23
54.75.238.163	1567	2014-10-20 16:28:23	2014-10-20 23:28:23
54.75.238.163	1578	2014-10-20 16:29:23	2014-10-20 23:29:23
54.75.238.163	1575	2014-10-20 16:30:53	2014-10-20 23:30:53
54.75.238.163	1599	2014-10-20 16:31:53	2014-10-20 23:31:53
54.75.238.163	1594	2014-10-20 16:32:53	2014-10-20 23:32:53
54.75.238.163	1607	2014-10-20 16:33:53	2014-10-20 23:33:53
54.75.238.163	1636	2014-10-20 16:34:53	2014-10-20 23:34:53
54.75.238.163	1645	2014-10-20 16:35:53	2014-10-20 23:35:53
54.75.238.163	1653	2014-10-20 16:36:53	2014-10-20 23:36:53
54.75.238.163	1638	2014-10-20 16:37:53	2014-10-20 23:37:53
54.75.238.163	1603	2014-10-20 16:38:53	2014-10-20 23:38:53
54.75.238.163	1585	2014-10-20 16:39:53	2014-10-20 23:39:53
54.75.238.163	1549	2014-10-20 16:41:23	2014-10-20 23:41:23
54.75.238.163	1547	2014-10-20 16:42:23	2014-10-20 23:42:23
54.75.238.163	1546	2014-10-20 16:43:23	2014-10-20 23:43:23
54.75.238.163	1534	2014-10-20 16:44:53	2014-10-20 23:44:53
54.75.238.163	1542	2014-10-20 16:45:53	2014-10-20 23:45:53
54.75.238.163	1520	2014-10-20 16:46:53	2014-10-20 23:46:53
54.75.238.163	1524	2014-10-20 16:47:53	2014-10-20 23:47:53
54.75.238.163	1528	2014-10-20 16:49:23	2014-10-20 23:49:23
54.75.238.163	1505	2014-10-20 16:50:23	2014-10-20 23:50:23
54.75.238.163	1507	2014-10-20 16:51:23	2014-10-20 23:51:23
54.75.238.163	1485	2014-10-20 16:52:24	2014-10-20 23:52:24
54.75.238.163	1469	2014-10-20 16:53:23	2014-10-20 23:53:23
54.75.238.163	1472	2014-10-20 16:54:23	2014-10-20 23:54:23
54.75.238.163	1469	2014-10-20 16:55:23	2014-10-20 23:55:23
54.75.238.163	1449	2014-10-20 16:56:23	2014-10-20 23:56:23
54.75.238.163	1440	2014-10-20 16:57:23	2014-10-20 23:57:23
54.75.238.163	1468	2014-10-20 16:58:23	2014-10-20 23:58:23
54.75.238.163	1475	2014-10-20 16:59:23	2014-10-20 23:59:23
